Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
RHPC,Ridi Hydropower Development Company Limited,0.00,12.6,12.6,2021-09-30,2021-10-19 [Closed],,,2077/2078
KBL,Kumari Bank Limited,6.00,2.67,8.67,2021-09-28,2021-10-25 [Closed],,2022-01-09,2077/2078
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,16.9064,0.8894,17.796,2021-09-27,2021-10-25 [Closed],,2022-01-20,2077/2078
CZBIL,Citizens Bank International Limited,12.913,3.087,16.00,2021-09-26,2021-10-08 [Closed],,2021-12-16,2077/2078
KSBBL,Kamana Sewa Bikas Bank Limited,18.5,0.97,19.47,2021-09-24,2021-10-27 [Closed],,2022-01-05,2077/2078
SANIMA,Sanima Bank Limited,17.00,0.8947,17.8947,2021-09-23,2021-10-24 [Closed],,2022-01-05,2077/2078
NIFRA,Nepal Infrastructure Bank Limited,8.00,0.42,8.42,2021-09-21,2021-11-25 [Closed],,2022-02-17,2077/2078
AHPC,Arun Valley Hydropower Development Company Limited,10.00,0.526,10.526,2021-09-16,2021-09-27 [Closed],,2022-01-04,2077/2078
NLO,Nepal Lube Oil Limited,30.00,5.00,35.00,2021-09-12,2021-09-21 [Closed],,2022-02-14,2077/2078
SHPC,Sanima Mai Hydropower Limited,10.00,0.5263,10.5263,2021-09-10,2021-10-04 [Closed],,2022-01-02,2077/2078
SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,25.00,1.32,26.32,2021-09-10,2021-10-20 [Closed],,2022-01-20,2077/2078
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,25.00,0.00,25.00,2021-09-08,2021-10-29 [Closed],,2022-01-25,2077/2078
NEF,Nabil Equity Fund,0.00,40.00,40.00,2021-09-08,2021-09-27 [Closed],,,2077/2078
NBF2,Nabil Balanced Fund - 2,0.00,35.00,35.00,2021-09-08,2021-09-27 [Closed],,,2077/2078
UNL,Unilever Nepal Limited,0.00,650.00,650.00,2021-09-07,2021-10-11 [Closed],,,2077/2078
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,10.00,0.53,10.53,2021-09-05,2021-11-21 [Closed],,2022-02-22,2077/2078
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,20.00,1.053,21.053,2021-09-02,2021-09-28 [Closed],,2023-01-04,2077/2078
SAEF,Sanima Equity Fund,0.00,33.00,33.00,2021-09-01,2021-09-17 [Closed],,,2077/2078
SLCF,Sanima Large Cap Fund,0.00,4.00,4.00,2021-09-01,2021-09-17 [Closed],,,2077/2078
AKPL,Arun Kabeli Power Limited,17.00,0.89,17.89,2021-08-18,2021-08-31 [Closed],,2021-11-17,2077/2078
RURU,Ru Ru Jalbidhyut Pariyojana Limited,10.00,0.5263,10.5263,2021-08-18,2021-09-23 [Closed],,2022-01-23,2077/2078
CMF1,Citizens Mutual Fund-1,0.00,40.00,40.00,2021-08-18,2021-09-09 [Closed],,,2077/2078
CMF2,Citizens Mutual Fund - 2,0.00,40.00,40.00,2021-08-18,2021-09-09 [Closed],,,2077/2078
API,Api Power Company Limited,10.5,0.55,11.05,2021-08-17,2021-09-03 [Closed],,2021-11-15,2077/2078
NMBHF1,NMB Hybrid Fund L- 1,0.00,20.00,20.00,2021-08-17,2021-09-03 [Closed],,,2077/2078
NMB50,NMB 50,0.00,30.00,30.00,2021-08-17,2021-09-03 [Closed],,,2077/2078
SFMF,Sunrise First Mutual Fund,0.00,50.00,50.00,2021-08-16,2021-09-01 [Closed],,,2077/2078
MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,20.00,0.00,20.00,2021-08-15,2022-01-03 [Closed],,2022-09-15,2077/2078
NGPL,Ngadi Group Power Limited,20.00,1.05,21.05,2021-08-15,2021-09-03 [Closed],,2021-11-19,2077/2078
SPDL,Synergy Power Development Limited,10.00,0.5263,10.5263,2021-08-09,2021-08-20 [Closed],,2021-11-03,2077/2078
SEF,Siddhartha Equity Fund,0.00,30.00,30.00,2021-08-06,2021-08-16 [Closed],,,2077/2078
SIGS2,Siddhartha Investment Growth Scheme-2,0.00,30.00,30.00,2021-08-06,2021-08-16 [Closed],,,2077/2078
KEF,Kumari Equity Fund,0.00,5.00,5.00,2021-08-02,2021-08-09 [Closed],,,2077/2078
NICGF,NIC Asia Growth Fund,0.00,30.00,30.00,2021-08-01,2021-09-12 [Closed],,,2077/2078
NICBF,NIC ASIA Balanced Fund,0.00,30.00,30.00,2021-08-01,2021-09-12 [Closed],,,2077/2078
NADDF,NIC Asia Dynamic Debt Fund,0.00,10.00,10.00,2021-08-01,2021-08-12 [Closed],,,2077/2078
NIBLPF,NIBL Pragati Fund,0.00,50.00,50.00,2021-07-30,2021-08-13 [Closed],,,2077/2078
NIBSF1,NIBL Samriddhi Fund 1,0.00,35.00,35.00,2021-07-30,2021-08-13 [Closed],,,2077/2078
NIBLSF,NIBL Sahabhagita Fund,0.00,50.00,50.00,2021-07-30,2021-07-29 [Closed],,,2077/2078
LEMF,Laxmi Equity Fund,0.00,35.00,35.00,2021-07-22,2021-07-30 [Closed],,,2077/2078
LUK,Laxmi Unnati Kosh,0.00,25.00,25.00,2021-07-20,2021-07-28 [Closed],,,2077/2078
NICACL,NIC Asia Capital Limited,0.00,48.00,48.00,,,,,2077/2078
MuktinathCap,Muktinath Capital Limited,0.00,18.00,18.00,,,,,2077/2078
NMBCAP,NMB Capital Limited,0.00,30.00,30.00,,,,,2077/2078
SANCAP,Sanima Capital Limited,0.00,25.00,25.00,,,,,2077/2078
NIBLACE,NIBL Ace Capital Limited,0.00,26.00,26.00,,,,,2077/2078
PRABHU,Prabhu Capital Limited,28.3885,17.61,45.9985,,,,,2077/2078
HATHY,Hathway Investment Nepal Limited,25.00,30.00,55.00,,,,,2077/2078
SIDCL,Siddhartha Capital Limited,0.00,40.00,40.00,,,,,2077/2078
NBCL,Nepal Bangladesh Capital Limited,0.00,19.00,19.00,,,,,2077/2078
BOKCML,BOK Capital Market Limited,0.00,18.00,18.00,,,,,2077/2078
CCML,Century Capital Markets Limited,0.00,6.25,6.25,,,,,2077/2078
CBIL,Citizens Capital Ltd. (Former CBIL Capital ),0.00,25.00,25.00,,,,,2077/2078
SUCL,Sunrise Capital Limited (NCM/NIDC),0.00,40.00,40.00,,,,,2077/2078
MCL,Machhapuchchhre Capital Limited,7.00,6.4,13.4,,,,,2077/2078
NABILINV,Nabil Investment Banking Limited,35.00,1.842,36.842,,,,,2077/2078
MCML,Mega Capital Markets Limited,0.00,16.00,16.00,,,,,2077/2078
RBBMBL,RBB Merchant Banking Limited,0.00,10.00,10.00,,,,,2077/2078
ICRA,ICRA Nepal Limited,20.00,31.32,51.32,,,,,2077/2078
GBIMEL,Global IME Capital Limited,70.00,30.00,100.00,,,,,2077/2078
CDS,CDS & Clearing Limited,0.00,40.00,40.00,,,,,2077/2078
LGIL,Lumbini General Insurance Limited,9.5238,0.4762,10.00,,,,,2077/2078
GCL,Garima Capital Limited,0.00,15.65,15.65,,,,,2077/2078
SLI,Sanima Life Insurance Company Limited,4.2,0.22,4.42,2022-04-13,2022-06-22 [Closed],,2022-11-29,2076/2077
NLIC,Nepal Life Insurance Company Limited,14.00,0.7368,14.7368,2022-02-06,2022-03-21 [Closed],,2022-06-09,2076/2077
NLICL,National Life Insurance Company Limited,19.00,1.00,20.00,2022-01-27,2022-03-06 [Closed],,2022-05-17,2076/2077
LICN,Life Insurance Corporation Nepal Limited,20.00,1.0526,21.0526,2021-12-24,2022-02-07 [Closed],,2022-04-27,2076/2077
RLI,Reliance Life Insurance Limited,,5.2632,5.2632,2021-12-05,2021-12-12 [Closed],,,2076/2077
ALICL,Asian Life Insurance Company Limited,25.00,2.00,27.00,2021-11-17,2022-01-26 [Closed],,2022-03-27,2076/2077
JLI,Jyoti Life Insurance Company Limited,10.00,0.5263,10.5263,2021-11-01,2022-02-07 [Closed],,2022-05-18,2076/2077
SLICL,Surya Life Insurance Company Limited,12.7,0.6684,13.3684,2021-10-31,2021-12-24 [Closed],,2022-03-02,2076/2077
PLIC,Prime Life Insurance Company Limited,15.00,0.87,15.87,2021-09-26,2021-11-26 [Closed],,2022-03-21,2076/2077
RURU,Ru Ru Jalbidhyut Pariyojana Limited,0.00,10.5263,10.5263,2021-08-18,2021-09-23 [Closed],,,2076/2077
NRIC,Nepal Reinsurance Company Limited,16.5,2.5,19.00,2021-06-22,2021-12-29 [Closed],,2022-06-21,2076/2077
NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Limited,14.00,0.00,14.00,2021-06-14,2021-06-22 [Closed],,2021-07-20,2076/2077
NLG,NLG Insurance Company Limited,10.00,0.5263,10.5263,2021-06-01,2021-07-29 [Closed],,2021-11-15,2076/2077
NIL,Neco Insurance Limited,15.5,0.82,16.32,2021-05-24,2021-07-02 [Closed],,2021-11-02,2076/2077
SIC,Sagarmatha Insurance Company Limited,11.00,0.5789,11.5789,2021-05-19,2021-07-01 [Closed],,2021-12-16,2076/2077
RADHI,Radhi Bidyut Company Limited,36.5,0.00,36.5,2021-05-17,2021-06-29 [Closed],,2021-08-18,2076/2077
LGIL,Lumbini General Insurance Limited,5.00,5.00,10.00,2021-04-16,2021-05-28 [Closed],,2021-08-18,2076/2077
EDBL,Excel Development Bank Limited,12.00,0.63,12.63,2021-04-09,2021-09-17 [Closed],,2022-03-29,2076/2077
STC,Salt Trading Corporation Limited,20.00,5.00,25.00,2021-04-05,2021-10-19 [Closed],,,2076/2077
CIT,Citizen Investment Trust,9.00,8.8947,17.8947,2021-04-04,2021-06-22 [Closed],,2021-09-01,2076/2077
SIL,Siddhartha Insurance Limited,12.00,3.7894,15.7894,2021-03-25,2021-05-28 [Closed],,2021-09-02,2076/2077
SLBS,Suryodaya Laghubitta Bittiya Sanstha Limited,15.3457,0.8076,16.1534,2021-03-15,2021-04-01 [Closed],,2021-08-26,2076/2077
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,17.8103,0.00,17.8103,2021-03-09,2021-03-31 [Closed],,2021-11-02,2076/2077
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,12.00,0.6315,12.6315,2021-03-09,2021-03-30 [Closed],,2021-08-06,2076/2077
NHDL,Nepal Hydro Developer Limited,15.00,0.7895,15.7895,2021-03-07,2021-03-16 [Closed],,2021-07-27,2076/2077
RLFL,Reliance Finance Limited,10.00,0.53,10.53,2021-03-05,2021-04-23 [Closed],,2021-08-06,2076/2077
EIC,Everest Insurance Company Limited,8.00,0.42,8.42,2021-03-05,2021-05-12 [Closed],,2021-07-08,2076/2077
KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,10.00,0.00,10.00,2021-03-05,2021-04-04 [Closed],,2022-01-02,2076/2077
NTC,Nepal Doorsanchar Company Limited,0.00,40.00,40.00,2021-03-03,2021-03-12 [Closed],,,2076/2077
SADBL,Shangrila Development Bank Limited,5.00,0.2632,5.2632,2021-02-28,2021-03-23 [Closed],,2021-07-04,2076/2077
NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,8.12,0.4274,8.5474,2021-02-24,2021-04-01 [Closed],,2021-08-29,2076/2077
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,8.85,0.00,8.85,2021-02-24,2021-03-31 [Closed],,2022-01-10,2076/2077
IGIL,IME General Insurance Limited,7.00,0.37,7.37,2021-02-17,2021-04-15 [Closed],,2021-07-26,2076/2077
HGI,Himalayan General Insurance Company Limited,3.00,3.75,6.75,2021-02-16,2021-05-27 [Closed],,2021-07-18,2076/2077
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,2021-02-14,2021-03-23 [Closed],,2021-11-02,2076/2077
PRIN,Prabhu Insurance Company Limited,10.00,0.53,10.53,2021-02-14,2021-05-09 [Closed],,2021-07-15,2076/2077
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,15.00,5.00,20.00,2021-02-11,2021-03-23 [Closed],,2021-07-11,2076/2077
PICL,Prudential Insurance Company Limited,8.00,0.42,8.42,2021-02-08,2021-05-02 [Closed],,2021-08-06,2076/2077
MLBL,Mahalaxmi Bikas Bank Limited,8.8,0.46,9.26,2021-02-03,2021-03-16 [Closed],,2021-07-12,2076/2077
JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,49.4,2.6,52.00,2021-02-02,2021-05-06 [Closed],,2021-11-02,2076/2077
SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,10.5,0.55,11.05,2021-01-31,2021-03-12 [Closed],,2021-08-08,2076/2077
NICL,Nepal Insurance Company Limited,8.00,2.00,10.00,2021-01-22,2021-03-30 [Closed],,2021-06-22,2076/2077
MSMBS,Mahila Sahayatra Laghubitta Bittiya Sanstha Limited,10.00,0.53,10.53,2021-01-21,2021-03-14 [Closed],,2021-07-07,2076/2077
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,2021-01-18,2021-02-12 [Closed],,2021-05-06,2076/2077
GRDBL,Green Development Bank Limited,3.8,0.2,4.00,2021-01-13,2021-03-30 [Closed],,2021-11-19,2076/2077
CBL,Civil Bank Limited,8.00,0.42,8.42,2021-01-12,2021-02-05 [Closed],,2021-04-12,2076/2077
PIC,Premier Insurance Company (Nepal) Limited,0.00,11.05,11.05,2021-01-12,2021-03-24 [Closed],,,2076/2077
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited (Former Civil Laghubitta),3.5,0.1842,3.6842,2021-01-12,2021-03-04 [Closed],,2021-07-08,2076/2077
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,13.00,0.68,13.68,2021-01-10,2021-02-23 [Closed],,2021-07-05,2076/2077
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,8.00,0.42,8.42,2021-01-10,2021-02-19 [Closed],,2021-09-15,2076/2077
TRH,Taragaon Regency Hotel Limited,0.00,10.00,10.00,2021-01-08,2021-02-12 [Closed],,,2076/2077
GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,15.00,0.79,15.79,2021-01-07,2021-02-26 [Closed],,2021-05-10,2076/2077
FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,25.00,6.58,31.58,2021-01-07,2021-02-17 [Closed],,2021-08-06,2076/2077
NIBPO,Nepal Investment Bank Limited Promoter Share,13.00,5.5,18.5,2021-01-07,2021-01-06 [Closed],,,2076/2077
SICL,Shikhar Insurance Company Limited,27.769,1.462,29.231,2021-01-05,2021-03-10 [Closed],,2021-05-25,2076/2077
NMFBS,National Laghubitta Bittiya Sanstha Limited,21.00,6.00,27.00,2021-01-04,2021-02-26 [Closed],,2021-07-07,2076/2077
NRN,NRN Infrastructure and Development Limited,2.85,0.15,3.00,2021-01-01,2021-01-25 [Closed],,2021-05-04,2076/2077
CFCL,Central Finance Limited,7.00,3.00,10.00,2020-12-28,2021-01-25 [Closed],,2021-07-26,2076/2077
GBBL,Garima Bikas Bank Limited,13.5,0.7105,14.21,2020-12-27,2021-01-25 [Closed],,2021-04-18,2076/2077
SFFIL,Srijana Finance Limited,13.59,0.68,14.27,2020-12-24,2021-03-14 [Closed],,2021-06-17,2076/2077
NEPSE,Nepal Stock Exchange Limited,20.00,30.00,50.00,2020-12-23,2021-01-02 [Closed],,,2076/2077
NABIL,Nabil Bank Limited,33.5,1.76,35.26,2020-12-22,2020-12-30 [Closed],,2021-03-10,2076/2077
NGPL,Ngadi Group Power Limited,10.00,0.526,10.526,2020-12-22,2020-12-30 [Closed],,2021-04-05,2076/2077
VLBS,Vijaya Laghubitta Bittiya Sanstha Limited,19.00,1.00,20.00,2020-12-21,2021-01-01 [Closed],,2021-03-30,2076/2077
NMB,NMB Bank Limited,13.00,3.2,16.2,2020-12-21,2020-12-31 [Closed],,2021-03-09,2076/2077
PCBL,Prime Commercial Bank Limited,15.00,0.00,15.00,2020-12-21,2021-01-04 [Closed],,2021-05-10,2076/2077
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,19.0057,1.00,20.0057,2020-12-20,2021-03-12 [Closed],,2021-09-01,2076/2077
NIB,Nepal Investment Bank Limited,13.00,5.5,18.5,2020-12-20,2021-01-06 [Closed],,2021-04-18,2076/2077
PFL,Pokhara Finance Limited,5.00,0.263,5.263,2020-12-20,2021-01-01 [Closed],,2021-03-29,2076/2077
NCCB,Nepal Credit and Commerce Bank Limited,10.2695,0.5405,10.81,2020-12-20,2021-01-05 [Closed],,2021-02-04,2076/2077
BPCL,Butwal Power Company Limited,10.00,15.00,25.00,2020-12-20,2021-01-01 [Closed],,2021-03-22,2076/2077
KSBBL,Kamana Sewa Bikas Bank Limited,4.4,0.23,4.63,2020-12-20,2020-12-31 [Closed],,2021-02-15,2076/2077
SHINE,Shine Resunga Development Bank Limited,13.00,0.00,13.00,2020-12-20,2020-12-31 [Closed],,2021-04-13,2076/2077
LLBS,Laxmi Laghubitta Bittiya Sanstha Limited,15.00,8.16,23.16,2020-12-20,2021-01-01 [Closed],,2021-02-15,2076/2077
GFCL,Goodwill Finance Company Limited,8.4,3.6,12.00,2020-12-20,2021-01-01 [Closed],,2021-04-29,2076/2077
HDL,Himalayan Distillery Limited,50.00,50.00,100.00,2020-12-18,2021-01-01 [Closed],,2021-02-15,2076/2077
JBBL,Jyoti Bikash Bank Limited,10.00,0.00,10.00,2020-12-18,2021-01-13 [Closed],,2021-03-09,2076/2077
NBL,Nepal Bank Limited,12.00,4.00,16.00,2020-12-17,2020-12-31 [Closed],,2021-04-08,2076/2077
TMDBL,Tinau Mission Development Bank Limited,6.00,0.00,6.00,2020-12-17,2021-01-15 [Closed],,2021-03-02,2076/2077
MEGA,Mega Bank Nepal Limited,10.00,3.05,13.05,2020-12-17,2021-01-01 [Closed],,2021-02-25,2076/2077
SPDL,Synergy Power Development Limited,4.75,0.25,5.00,2020-12-16,2020-12-27 [Closed],,2021-05-02,2076/2077
CHL,Chhyangdi Hydropower Company Limited,5.00,0.26,5.26,2020-12-16,2021-01-01 [Closed],,2021-04-21,2076/2077
LBL,Laxmi Bank Limited,9.00,2.5,11.5,2020-12-15,2021-01-01 [Closed],,2021-03-07,2076/2077
SPARS,Sparsha Laghubitta Bittiya Sanstha Limited,19.5,1.03,20.53,2020-12-15,2020-12-30 [Closed],,2021-02-23,2076/2077
GILB,Global IME Laghubitta Bittiya Sanstha Limited,27.47,1.45,28.92,2020-12-14,2020-12-30 [Closed],,2021-02-25,2076/2077
ADBL,Agricultural Development Bank Limited,15.00,0.7895,15.7895,2020-12-14,2020-12-30 [Closed],,2021-02-25,2076/2077
CCBL,Century Commercial Bank Limited,5.25,2.25,7.5,2020-12-14,2020-12-31 [Closed],,2021-03-18,2076/2077
BARUN,Barun Hydropower Company Limited,5.00,0.263,5.263,2020-12-14,2020-12-31 [Closed],,2021-04-05,2076/2077
SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,18.00,0.9474,20.00,2020-12-13,2020-12-31 [Closed],,2021-04-20,2076/2077
GMFIL,Guheswori Merchant Banking & Finance Limited,8.00,3.4,11.4,2020-12-10,2021-01-05 [Closed],,2021-04-08,2076/2077
UMHL,United Modi Hydropower Limited,0.00,5.263,5.263,2020-12-10,2020-12-20 [Closed],,,2076/2077
LBBL,Lumbini Bikas Bank Limited,7.00,3.00,10.00,2020-12-08,2020-12-29 [Closed],,2021-03-17,2076/2077
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,25.00,1.3157,26.3157,2020-12-08,2020-12-31 [Closed],,2021-04-18,2076/2077
PRVU,Prabhu Bank Limited,10.00,0.5263,10.52,2020-12-07,2020-12-25 [Closed],,2021-03-03,2076/2077
MNBBL,Muktinath Bikas Bank Limited,11.25,4.26,15.51,2020-12-07,2020-12-28 [Closed],,2021-02-15,2076/2077
ICFC,ICFC Finance Limited,10.5,4.5,15.00,2020-12-07,2021-01-03 [Closed],,2021-02-23,2076/2077
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,14.25,0.75,15.00,2020-12-06,2021-01-22 [Closed],,2021-05-11,2076/2077
SBL,Siddhartha Bank Limited,12.00,3.00,15.00,2020-12-06,2021-01-12 [Closed],,2021-04-07,2076/2077
MDB,Miteri Development Bank Limited,15.00,0.79,15.79,2020-12-06,2020-12-29 [Closed],,2021-02-11,2076/2077
MFIL,Manjushree Finance Limited,18.00,5.5,23.5,2020-12-06,2020-12-30 [Closed],,2021-03-01,2076/2077
SIFC,Shree Investment Finance Company Limited,7.37,3.16,10.53,2020-12-04,2020-12-30 [Closed],,2021-04-05,2076/2077
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,22.00,7.00,29.00,2020-12-03,2020-12-30 [Closed],,2021-03-07,2076/2077
WOMI,Womi Laghubitta Bittiya Sanstha Limited,30.00,0.00,30.00,2020-12-02,2020-12-30 [Closed],,2021-02-24,2076/2077
CHCL,Chilime Hydro power Company Limited,10.00,10.00,20.00,2020-12-01,2020-12-14 [Closed],,2021-02-03,2076/2077
SHPC,Sanima Mai Hydropower Limited,10.00,5.00,15.00,2020-12-01,2020-12-28 [Closed],,2021-02-21,2076/2077
NBB,Nepal Bangladesh Bank Limited,6.00,2.42,8.42,2020-12-01,2020-12-25 [Closed],,2021-03-18,2076/2077
HBL,Himalayan Bank Limited,14.00,6.00,20.00,2020-11-30,2020-12-29 [Closed],,2021-03-14,2076/2077
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,12.3907,0.6521,13.04,2020-11-29,2021-02-27 [Closed],,2021-07-05,2076/2077
AHPC,Arun Valley Hydropower Development Company Limited,5.00,0.263,5.263,2020-11-29,2020-12-11 [Closed],,2021-02-15,2076/2077
NMBMF,NMB Laghubitta Bittiya Sanstha Limited,19.00,1.00,20.00,2020-11-25,2020-12-29 [Closed],,2021-03-29,2076/2077
SRBL,Sunrise Bank Limited,5.8,2.48,8.28,2020-11-23,2020-12-22 [Closed],,2021-03-25,2076/2077
RHPC,Ridi Hydropower Development Company Limited,5.00,0.26,5.26,2020-11-20,2020-11-30 [Closed],,2020-12-15,2076/2077
SBI,Nepal SBI Bank Limited,6.00,3.47,9.47,2020-11-20,2020-12-30 [Closed],,2021-03-02,2076/2077
AKPL,Arun Kabeli Power Limited,5.71,0.29,6.00,2020-11-19,2020-11-27 [Closed],,2021-03-10,2076/2077
MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,9.2,0.4829,9.6829,2020-11-12,2021-03-21 [Closed],,2021-07-04,2076/2077
EBL,Everest Bank Limited,5.00,5.53,10.53,2020-11-05,2020-12-25 [Closed],,2021-02-22,2076/2077
MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,16.9399,0.8916,17.8315,2020-11-04,2021-01-01 [Closed],,2021-07-14,2076/2077
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,15.00,5.00,20.00,2020-11-02,2020-11-23 [Closed],,2021-02-09,2076/2077
API,Api Power Company Limited,9.00,0.00,9.00,2020-11-01,2020-11-16 [Closed],,2021-02-14,2076/2077
SCB,Standard Chartered Bank Nepal Limited,7.00,4.84,11.84,2020-10-30,2020-12-24 [Closed],,2021-02-25,2076/2077
GBIME,Global IME Bank Limited,14.00,2.00,16.00,2020-10-28,2020-12-30 [Closed],,2021-03-17,2076/2077
KBL,Kumari Bank Limited,10.85,3.15,14.00,2020-10-22,2020-11-30 [Closed],,2021-01-12,2076/2077
NICA,NIC Asia Bank Limited,19.00,1.00,20.00,2020-10-21,2020-11-25 [Closed],,2021-01-15,2076/2077
CZBIL,Citizens Bank International Limited,8.00,3.00,11.00,2020-10-19,2020-11-26 [Closed],,2021-01-27,2076/2077
SHIVM,Shivam Cements Limited,0.00,24.21,24.21,2020-10-15,2020-10-29 [Closed],,,2076/2077
SANIMA,Sanima Bank Limited,10.00,3.6,13.6,2020-10-14,2020-11-02 [Closed],,2021-02-01,2076/2077
RSDC,RSDC Laghubitta Bittiya Sanstha Limited,9.00,3.63,12.63,2020-10-11,2020-12-25 [Closed],,2021-03-29,2076/2077
SAEF,Sanima Equity Fund,0.00,7.00,7.00,2020-10-04,2020-10-30 [Closed],,,2076/2077
BOKL,Bank of Kathmandu Limited,13.00,3.00,16.00,2020-10-01,2020-11-13 [Closed],2020-12-01,2021-01-18,2076/2077
NLO,Nepal Lube Oil Limited,0.00,10.00,10.00,2020-09-30,2020-10-08 [Closed],,,2076/2077
UNL,Unilever Nepal Limited,0.00,100.00,100.00,2020-09-27,2020-11-12 [Closed],,,2076/2077
NMB50,NMB 50,0.00,5.00,5.00,2020-09-21,2020-10-02 [Closed],2020-10-15,,2076/2077
NMBHF1,NMB Hybrid Fund L- 1,0.00,8.00,8.00,2020-09-21,2020-10-02 [Closed],2020-10-14,,2076/2077
ALBSL,Asha Laghubitta Bittiya Sanstha Limited,15.00,0.7895,15.7895,2020-09-17,2020-12-27 [Closed],,2021-02-24,2076/2077
MBL,Machhapuchchhre Bank Limited,7.03,3.37,10.4,2020-09-17,2020-10-08 [Closed],,2021-03-07,2076/2077
CMF2,Citizens Mutual Fund - 2,0.00,10.00,10.00,2020-09-15,2020-10-01 [Closed],,,2076/2077
CMF1,Citizens Mutual Fund-1,0.00,15.00,15.00,2020-09-15,2020-10-01 [Closed],,,2076/2077
SFMF,Sunrise First Mutual Fund,0.00,7.00,7.00,2020-09-13,2020-09-27 [Closed],,,2076/2077
GIMES1,Global IME Samunnat Scheme 1,0.00,4.00,4.00,2020-08-31,2020-09-25 [Closed],,,2076/2077
LEMF,Laxmi Equity Fund,0.00,4.25,4.25,2020-08-30,2020-09-08 [Closed],,,2076/2077
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,9.5,4.1842,13.6842,2020-08-27,2020-11-20 [Closed],,2021-01-27,2076/2077
NBF2,Nabil Balanced Fund - 2,0.00,9.00,9.00,2020-08-27,2020-09-10 [Closed],,,2076/2077
NEF,Nabil Equity Fund,0.00,6.00,6.00,2020-08-27,2020-09-10 [Closed],,,2076/2077
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,20.00,6.32,26.32,2020-08-23,2020-12-20 [Closed],,2021-04-29,2076/2077
NIBLSF,NIBL Sahabhagita Fund,0.00,8.25,8.25,2020-08-19,2020-08-07 [Closed],2020-08-18,,2076/2077
NIBSF1,NIBL Samriddhi Fund 1,0.00,12.00,12.00,2020-08-14,2020-08-21 [Closed],,,2076/2077
NICGF,NIC Asia Growth Fund,0.00,12.00,12.00,2020-08-11,2020-09-10 [Closed],2020-09-21,,2076/2077
NICBF,NIC ASIA Balanced Fund,0.00,8.00,8.00,2020-08-11,2020-09-10 [Closed],2020-09-21,,2076/2077
SEF,Siddhartha Equity Fund,0.00,7.5,7.5,2020-08-09,2020-08-16 [Closed],,,2076/2077
SIGS2,Siddhartha Investment Growth Scheme-2,0.00,5.00,5.00,2020-08-09,2020-08-16 [Closed],,,2076/2077
NICACL,NIC Asia Capital Limited,0.00,18.00,18.00,,,,,2076/2077
KCL,Kumari Capital Limited,0.00,4.00,4.00,,,,,2076/2077
NIBLACE,NIBL Ace Capital Limited,0.00,22.22,22.22,,,,,2076/2077
GBIMEL,Global IME Capital Limited,0.00,6.5,6.5,,,,,2076/2077
CCML,Century Capital Markets Limited,0.00,4.00,4.00,,,,,2076/2077
CARE,Care Ratings Nepal Limited,0.00,21.0526,21.0526,,,,,2076/2077
SANCAP,Sanima Capital Limited,0.00,8.5,8.5,,,,,2076/2077
NABILINV,Nabil Investment Banking Limited,0.00,20.00,20.00,,,,,2076/2077
MCL,Machhapuchchhre Capital Limited,0.00,6.4,6.4,,,,,2076/2077
BOKCML,BOK Capital Market Limited,0.00,4.5,4.5,,,,,2076/2077
NBCL,Nepal Bangladesh Capital Limited,0.00,2.00,2.00,,,,,2076/2077
