Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
CDS,CDS & Clearing Limited,0.00,25.00,25.00,,,,,2075/2076
NOCL,Nepal Oil Corporation Limited,0.00,20.00,20.00,,,,,2075/2076
RBBL,Rastriya Banijya Bank Limited,0.00,12.00,12.00,,,,,2075/2076
SCL,Samriddhi Capital Limited,6.5,0.27,6.77,,,,,2075/2076
PRABHU,Prabhu Capital Limited,2.183,0.11,2.29,,,,,2075/2076
NCCBRF,NCC Bank Retirement Fund,0.00,75.00,75.00,,,,,2075/2076
PLIC,Prime Life Insurance Company Limited,12.5,0.00,12.5,2020-08-24,2020-07-03 [Closed],,2019-11-26,2074/2075
BNT,Bottlers Nepal (Terai) Limited,0.00,40.00,40.00,2019-12-05,2018-09-18 [Closed],2019-12-05,,2074/2075
HDL,Himalayan Distillery Limited,0.00,68.42,68.42,2019-11-11,2019-05-31 [Closed],,,2074/2075
GLICL,Gurans Life Insurance Company Limited,5.25,0.00,5.25,2019-11-06,2020-11-05 [Closed],,2020-12-29,2074/2075
NLICL,National Life Insurance Company Limited,2.5,12.00,14.5,2019-10-14,2019-10-27 [Closed],,2020-01-07,2074/2075
CIT,Citizen Investment Trust,22.00,1.16,23.16,2019-08-23,2019-09-05 [Closed],,,2074/2075
NCCB,Nepal Credit and Commerce Bank Limited,15.89,0.83,16.72,2019-08-04,2019-08-11 [Closed],,,2074/2075
NICL,Nepal Insurance Company Limited,7.5,0.00,7.5,2019-08-01,2019-08-09 [Closed],,2019-11-26,2074/2075
NIL,Neco Insurance Limited,12.00,0.63,12.63,2019-07-28,2019-08-20 [Closed],,2019-11-26,2074/2075
LBBL,Lumbini Bikas Bank Limited,17.07,0.00,17.07,2019-07-23,2019-08-07 [Closed],,,2074/2075
LICN,Life Insurance Corporation Nepal Limited,34.46,35.53,70.00,2019-07-11,2019-07-25 [Closed],,,2074/2075
PIC,Premier Insurance Company (Nepal) Limited,84.00,0.00,84.00,2019-06-26,2019-07-05 [Closed],,,2074/2075
JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,2019-06-24,2019-07-03 [Closed],,,2074/2075
RADHI,Radhi Bidyut Company Limited,5.00,5.00,10.00,2019-06-23,2019-06-24 [Closed],,,2074/2075
IGIL,IME General Insurance Limited,5.00,0.00,5.00,2019-06-13,2019-06-30 [Closed],,,2074/2075
KSBBL,Kamana Sewa Bikas Bank Limited,1.5,8.00,9.5,2019-06-06,2019-06-14 [Closed],,,2074/2075
SIC,Sagarmatha Insurance Company Limited,86.00,0.00,86.00,2019-06-06,2019-06-16 [Closed],,,2074/2075
SIL,Siddhartha Insurance Limited,15.48,0.00,15.48,2019-06-06,2019-06-13 [Closed],,,2074/2075
DBBL,Deva Bikas Bank Limited,5.5,0.00,5.5,2019-06-03,2019-06-21 [Closed],,,2074/2075
WDBL,Western Development Bank Limited,0.00,14.74,14.74,2019-06-03,2018-07-11 [Closed],,,2074/2075
SLICL,Surya Life Insurance Company Limited,12.00,0.00,12.00,2019-06-03,2019-06-11 [Closed],,,2074/2075
RLFL,Reliance Finance Limited,0.00,2.63,2.63,2019-05-19,2019-05-27 [Closed],,,2074/2075
PCBL,Prime Commercial Bank Limited,16.00,0.00,16.00,2019-05-15,2019-05-23 [Closed],,,2074/2075
TRH,Taragaon Regency Hotel Limited,0.00,12.631,12.631,2019-05-15,2019-05-17 [Closed],,,2074/2075
NLIC,Nepal Life Insurance Company Limited,25.00,23.5,48.5,2019-04-28,2019-05-02 [Closed],,,2074/2075
SHIVM,Shivam Cements Limited,0.00,15.78,15.78,2019-04-24,2019-04-09 [Closed],,,2074/2075
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,18.00,22.00,40.00,2019-04-21,2019-04-29 [Closed],,2020-01-05,2074/2075
CBL,Civil Bank Limited,0.00,4.05,4.05,2019-04-16,2019-04-23 [Closed],,,2074/2075
NADEP,NADEP Laghubitta Bittiya Sanstha Limited,15.00,1.58,16.58,2019-04-12,2019-04-22 [Closed],,2020-01-05,2074/2075
KBL,Kumari Bank Limited,8.5,0.00,8.5,2019-04-10,2019-04-19 [Closed],,,2074/2075
JEFL,Jebils Finance Limited,1.24,0.00,1.24,2019-04-10,2019-04-18 [Closed],,,2074/2075
CCBL,Century Commercial Bank Limited,2.00,4.5,6.5,2019-04-03,2019-04-12 [Closed],,,2074/2075
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,10.45,0.54,10.99,2019-03-25,2019-03-25 [Closed],,,2074/2075
BHBL,Bhargav Bikash Bank Limited,0.00,6.00,6.00,2019-03-25,2019-04-05 [Closed],,,2074/2075
NBBL,Nagbeli Laghubitta Bikash Bank Limited,9.38,0.49,9.87,2019-02-27,2019-03-13 [Closed],,,2074/2075
STC,Salt Trading Corporation Limited,25.00,10.00,35.00,2019-02-27,2019-03-08 [Closed],,,2074/2075
CFCL,Central Finance Limited,0.00,7.00,7.00,2019-02-25,2019-03-07 [Closed],,,2074/2075
ADBL,Agricultural Development Bank Limited,6.00,15.053,21.053,2019-02-22,2019-02-28 [Closed],,,2074/2075
MDB,Miteri Development Bank Limited,17.00,0.89,17.89,2019-02-18,2019-02-27 [Closed],,,2074/2075
NABIL,Nabil Bank Limited,12.00,22.00,34.00,2019-02-18,2019-02-26 [Closed],,,2074/2075
EDBL,Excel Development Bank Limited,0.00,17.00,17.00,2019-02-17,2019-03-11 [Closed],,,2074/2075
SBBLJ,Sahayogi Vikas Bank Limited,0.00,17.00,17.00,2019-02-12,2019-02-25 [Closed],,,2074/2075
PRVU,Prabhu Bank Limited,8.00,0.42,8.42,2019-02-10,2019-02-18 [Closed],,,2074/2075
GFCL,Goodwill Finance Company Limited,0.00,5.26,5.26,2019-01-21,2019-02-10 [Closed],,,2074/2075
UMB,Unnati Laghubitta Bittiya Sanstha Limited,40.5,2.13,42.63,2019-01-20,2019-01-30 [Closed],,,2074/2075
LBL,Laxmi Bank Limited,8.5,0.45,8.95,2019-01-20,2019-01-28 [Closed],,,2074/2075
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,25.00,1.313,26.313,2019-01-16,2019-01-17 [Closed],,,2074/2075
KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,8.00,0.42,8.42,2019-01-06,2019-01-13 [Closed],,2019-11-10,2074/2075
BOKL,Bank of Kathmandu Limited,14.00,11.00,25.00,2019-01-06,2019-01-14 [Closed],,2019-03-27,2074/2075
GMFIL,Guheswori Merchant Banking & Finance Limited,0.00,5.26,5.26,2019-01-04,2018-10-26 [Closed],,,2074/2075
SLBS,Suryodaya Laghubitta Bittiya Sanstha Limited,42.75,2.25,45.00,2019-01-02,2018-12-10 [Closed],,,2074/2075
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,23.53,1.24,24.77,2019-01-02,2019-01-01 [Closed],,,2074/2075
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,10.00,10.00,20.00,2019-01-01,2019-01-10 [Closed],,,2074/2075
HIDCL,Hydroelectricity Investment and Development Company Limited,10.00,0.00,10.00,2018-12-31,2019-01-01 [Closed],,,2074/2075
MSMBS,Mahila Sahayatra Laghubitta Bittiya Sanstha Limited,0.00,8.00,8.00,2018-12-26,2019-01-01 [Closed],,,2074/2075
NTC,Nepal Doorsanchar Company Limited,0.00,55.00,55.00,2018-12-26,2018-12-30 [Closed],,,2074/2075
HBL,Himalayan Bank Limited,5.00,10.78,15.78,2018-12-26,2018-12-31 [Closed],,,2074/2075
SADBL,Shangrila Development Bank Limited,4.00,5.45,9.45,2018-12-26,2019-01-01 [Closed],,,2074/2075
KBBL,Kailash Bikas Bank Limited,0.00,17.00,17.00,2018-12-25,2018-12-21 [Closed],,,2074/2075
CZBIL,Citizens Bank International Limited,3.628,1.635,5.263,2018-12-25,2019-01-01 [Closed],,,2074/2075
SBI,Nepal SBI Bank Limited,5.00,10.79,15.79,2018-12-25,2019-01-02 [Closed],,,2074/2075
MEGA,Mega Bank Nepal Limited,1.00,6.85,7.85,2018-12-25,2018-12-31 [Closed],,2019-03-05,2074/2075
NCDB,Nepal Community Development Bank Limited,1.00,6.42,7.42,2018-12-24,2019-01-01 [Closed],,,2074/2075
PURBL,Purnima Bikas Bank Limited,5.00,6.37,11.37,2018-12-24,2018-12-31 [Closed],,,2074/2075
NSEWA,Nepal Seva Laghubitta Bittiya Sanstha Limited,0.00,5.2,5.2,2018-12-24,2018-12-30 [Closed],,,2074/2075
SFFIL,Srijana Finance Limited,15.00,9.5,24.5,2018-12-24,2018-12-28 [Closed],,,2074/2075
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited (Former Civil Laghubitta),4.00,3.89,7.89,2018-12-24,2019-01-04 [Closed],,,2074/2075
NMBMF,NMB Laghubitta Bittiya Sanstha Limited,15.00,0.78,15.78,2018-12-24,2018-12-30 [Closed],,,2074/2075
FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,25.00,20.00,45.00,2018-12-24,2018-12-30 [Closed],,,2074/2075
JBNL,Janata Bank Nepal Limited,0.00,8.5,8.5,2018-12-24,2018-12-31 [Closed],,,2074/2075
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,2018-12-21,2018-12-31 [Closed],,,2074/2075
RSDC,RSDC Laghubitta Bittiya Sanstha Limited,10.00,0.53,10.53,2018-12-20,2018-12-30 [Closed],,,2074/2075
SCB,Standard Chartered Bank Nepal Limited,0.00,17.5,17.5,2018-12-20,2019-01-13 [Closed],,,2074/2075
BPCL,Butwal Power Company Limited,10.00,18.00,28.00,2018-12-20,2018-12-21 [Closed],,,2074/2075
KEBL,Kabeli Bikas Bank Limited,35.00,0.00,35.00,2018-12-19,2018-12-28 [Closed],,,2074/2075
MIDBL,Mission Development Bank Limited,11.00,0.57,11.57,2018-12-19,2018-12-26 [Closed],,,2074/2075
GDBL,Gandaki Bikas Bank Limited,0.00,14.2,14.2,2018-12-19,2018-12-26 [Closed],,,2074/2075
SRBL,Sunrise Bank Limited,0.00,11.5,11.5,2018-12-19,2018-12-27 [Closed],,,2074/2075
GBIME,Global IME Bank Limited,16.00,0.00,16.00,2018-12-19,2018-12-28 [Closed],,,2074/2075
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,25.00,11.84,36.84,2018-12-18,2018-12-25 [Closed],,,2074/2075
NIB,Nepal Investment Bank Limited,18.00,22.00,40.00,2018-12-18,2018-12-26 [Closed],,,2074/2075
API,Api Power Company Limited,5.00,0.00,5.00,2018-12-18,2018-12-30 [Closed],,2020-01-07,2074/2075
CHCL,Chilime Hydro power Company Limited,20.00,5.00,25.00,2018-12-18,2019-01-03 [Closed],,,2074/2075
SKDBL,Saptakoshi Development Bank Limited,3.00,5.03,8.03,2018-12-17,2018-12-23 [Closed],,,2074/2075
MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,24.00,1.26,25.26,2018-12-17,2018-12-25 [Closed],,,2074/2075
NMB,NMB Bank Limited,10.00,20.00,30.00,2018-12-17,2018-12-25 [Closed],,,2074/2075
SBL,Siddhartha Bank Limited,5.00,8.16,13.16,2018-12-16,2018-12-24 [Closed],,,2074/2075
NBB,Nepal Bangladesh Bank Limited,0.00,10.53,10.53,2018-12-16,2018-12-30 [Closed],,,2074/2075
MBL,Machhapuchchhre Bank Limited,0.00,10.00,10.00,2018-12-14,2018-12-21 [Closed],,,2074/2075
KADBL,Kanchan Development Bank Limited,5.00,6.29,11.29,2018-12-13,2018-12-27 [Closed],,,2074/2075
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,15.00,5.79,20.79,2018-12-11,2018-12-20 [Closed],,2019-07-02,2074/2075
MFIL,Manjushree Finance Limited,0.00,2.9,2.9,2018-12-11,2018-12-18 [Closed],,,2074/2075
SHL,Soaltee Hotel Limited,10.00,16.31,26.31,2018-12-11,2018-12-12 [Closed],,,2074/2075
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,10.00,10.00,20.00,2018-12-10,2018-12-19 [Closed],,,2074/2075
HDL,Himalayan Distillery Limited,0.00,21.05,21.05,2018-12-10,2018-12-19 [Closed],,,2074/2075
VLBS,Vijaya Laghubitta Bittiya Sanstha Limited,10.00,0.526,10.526,2018-12-02,2018-12-14 [Closed],,,2074/2075
EBL,Everest Bank Limited,0.00,20.00,20.00,2018-12-02,2018-12-12 [Closed],,,2074/2075
UMHL,United Modi Hydropower Limited,0.00,5.00,5.00,2018-12-02,2018-12-11 [Closed],,,2074/2075
NLO,Nepal Lube Oil Limited,10.00,30.00,40.00,2018-12-02,2018-12-14 [Closed],,2021-09-20,2074/2075
TNBL,Tinau Development Bank Limited,12.00,0.63,12.63,2018-11-30,2018-12-10 [Closed],,,2074/2075
NICA,NIC Asia Bank Limited,10.00,0.526,10.526,2018-11-26,2018-12-05 [Closed],,,2074/2075
MNBBL,Muktinath Bikas Bank Limited,18.25,0.96,19.21,2018-11-25,2018-12-04 [Closed],,,2074/2075
NMBSF1,NMB Sulav Investment Fund-1,0.00,21.05,21.05,2018-11-25,2018-12-03 [Closed],,,2074/2075
SIFC,Shree Investment Finance Company Limited,1.23,8.77,10.00,2018-11-22,2018-12-02 [Closed],,,2074/2075
LLBS,Laxmi Laghubitta Bittiya Sanstha Limited,0.00,26.32,26.32,2018-11-22,2018-12-05 [Closed],,,2074/2075
KMFL,Kisan Microfinance Bittiya Sanstha Limited,29.00,1.53,30.53,2018-11-21,2018-12-15 [Closed],,,2074/2075
SANIMA,Sanima Bank Limited,0.00,14.00,14.00,2018-11-21,2018-11-30 [Closed],,,2074/2075
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,6.66,7.36,14.02,2018-11-19,2018-11-28 [Closed],,,2074/2075
NMFBS,National Laghubitta Bittiya Sanstha Limited,25.00,15.00,40.00,2018-11-19,2018-12-01 [Closed],,,2074/2075
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,20.00,22.11,42.11,2018-11-19,2018-11-27 [Closed],,,2074/2075
KNBL,Kankai Bikas Bank Limited,3.00,6.5,9.5,2018-11-05,2018-11-14 [Closed],,,2074/2075
GILB,Global IME Laghubitta Bittiya Sanstha Limited,15.00,0.7875,15.7875,2018-10-24,2018-11-02 [Closed],,,2074/2075
UFL,United Finance Limited,0.00,5.00,5.00,2018-10-23,2018-10-30 [Closed],,,2074/2075
PFL,Pokhara Finance Limited,5.00,8.684,13.684,2018-10-15,2018-10-29 [Closed],,,2074/2075
HAMRO,Hamro Bikas Bank Limited,2.4,7.9145,10.3145,2018-10-02,2018-07-16 [Closed],,,2074/2075
SHPC,Sanima Mai Hydropower Limited,10.00,5.00,15.00,2018-10-02,2018-10-11 [Closed],,,2074/2075
WOMI,Womi Laghubitta Bittiya Sanstha Limited,0.00,25.00,25.00,2018-09-30,2018-10-21 [Closed],,,2074/2075
RHPC,Ridi Hydropower Development Company Limited,6.00,0.315,6.315,2018-09-30,2018-09-23 [Closed],,,2074/2075
MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,15.00,11.32,26.32,2018-09-27,2018-10-03 [Closed],,,2074/2075
OHL,Oriental Hotel Limited,15.00,11.32,26.32,2018-09-27,2018-10-05 [Closed],,,2074/2075
SHINE,Shine Resunga Development Bank Limited,17.7,0.93,18.63,2018-09-25,2018-10-02 [Closed],,,2074/2075
JBBL,Jyoti Bikash Bank Limited,0.00,8.4,8.4,2018-09-25,2018-10-15 [Closed],,,2074/2075
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,0.00,12.6316,12.6316,2018-09-21,2018-10-03 [Closed],,,2074/2075
MLBL,Mahalaxmi Bikas Bank Limited,8.00,7.00,15.00,2018-09-21,2018-09-30 [Closed],,,2074/2075
JFL,Janaki Finance Company Limited,22.00,1.16,23.16,2018-09-21,2018-10-02 [Closed],,,2074/2075
GBBL,Garima Bikas Bank Limited,10.00,3.75,13.75,2018-09-21,2018-09-28 [Closed],,,2074/2075
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,2018-09-12,2018-09-21 [Closed],,,2074/2075
BNL,Bottlers Nepal Limited (Balaju),0.00,20.00,20.00,2018-09-10,2018-09-17 [Closed],,,2074/2075
SEOS,Siddhartha Equity Oriented Scheme,0.00,12.00,12.00,2018-09-06,2018-08-20 [Closed],2018-09-05,,2074/2075
ICFC,ICFC Finance Limited,0.00,8.00,8.00,2018-09-04,2018-09-12 [Closed],,,2074/2075
NIBSF1,NIBL Samriddhi Fund 1,0.00,12.00,12.00,2018-08-23,2018-09-07 [Closed],,,2074/2075
NGPL,Ngadi Group Power Limited,0.00,10.00,10.00,2018-08-19,2018-08-30 [Closed],,,2074/2075
NICACL,NIC Asia Capital Limited,0.00,7.36,7.36,,,,,2074/2075
UNL,Unilever Nepal Limited,0.00,700.00,700.00,,,,,2074/2075
SIDCL,Siddhartha Capital Limited,0.00,30.00,30.00,,,,,2074/2075
SANCAP,Sanima Capital Limited,0.00,8.00,8.00,,,,,2074/2075
NCHL,Nepal Clearing House Limited,20.00,20.00,40.00,,,,,2074/2075
ICRA,ICRA Nepal Limited,0.00,21.05,21.05,,,,,2074/2075
NABILINV,Nabil Investment Banking Limited,0.00,20.00,20.00,,,,,2074/2075
CDS,CDS & Clearing Limited,0.00,20.00,20.00,,,,,2074/2075
NMBCAP,NMB Capital Limited,0.00,20.00,20.00,,,,,2074/2075
NEPSE,Nepal Stock Exchange Limited,66.67,0.00,66.67,,,,,2074/2075
SHBL,Sahara Bikas Bank Limited,12.3,0.6,12.9,,,,,2074/2075
NABILP,NABIL Bank Limited Promoter Share,12.00,22.00,34.00,,,,,2074/2075
PLIC,Prime Life Insurance Company Limited,12.5,0.00,12.5,,,,,2074/2075
PICL,Prudential Insurance Company Limited,0.00,0.00,0.00,,,,,2074/2075
PLIC,Prime Life Insurance Company Limited,12.5,0.6563,13.1562,2020-03-10,2018-03-14 [Closed],,,2073/2074
PLIC,Prime Life Insurance Company Limited,12.5,0.00,12.5,2020-03-10,2019-09-17 [Closed],,,2073/2074
RLFL,Reliance Finance Limited,12.00,0.63,12.63,2019-05-19,2019-05-27 [Closed],,2019-09-03,2073/2074
KBL,Kumari Bank Limited,12.75,0.00,12.75,2019-04-19,2019-04-19 [Closed],,,2073/2074
CBL,Civil Bank Limited,10.25,0.54,10.79,2019-04-16,2019-04-23 [Closed],,,2073/2074
GLICL,Gurans Life Insurance Company Limited,8.00,0.421,8.421,2019-03-10,2019-03-20 [Closed],,2019-07-10,2073/2074
NLICL,National Life Insurance Company Limited,13.5,0.00,13.5,2019-03-07,2019-03-15 [Closed],,2019-07-07,2073/2074
LICN,Life Insurance Corporation Nepal Limited,12.00,0.63,12.63,2019-02-24,2019-03-05 [Closed],,,2073/2074
CIT,Citizen Investment Trust,22.06,1.16,23.22,2018-11-26,2018-12-02 [Closed],,,2073/2074
CFCL,Central Finance Limited,8.77,0.00,8.77,2018-10-14,2018-10-31 [Closed],,2019-03-07,2073/2074
BHBL,Bhargav Bikash Bank Limited,5.55,0.29,5.84,2018-09-30,2018-10-05 [Closed],,,2073/2074
KSBBL,Kamana Sewa Bikas Bank Limited,5.5,6.5,12.00,2018-08-02,2018-07-02 [Closed],2018-08-02,,2073/2074
NMB,NMB Bank Limited,15.00,0.7895,15.7895,2018-07-26,2018-08-02 [Closed],,,2073/2074
SINDU,Sindhu Bikas Bank Limited,5.95,0.3132,6.2632,2018-06-24,2018-07-06 [Closed],,,2073/2074
LVF1,Laxmi Value Fund-1,0.00,25.00,25.00,,2017-08-09 [Closed],2017-08-27,,2073/2074
GILB,Global IME Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,,2017-09-26 [Closed],,,2073/2074
CBIL,Citizens Capital Ltd. (Former CBIL Capital ),0.00,5.00,5.00,,2017-08-13 [Closed],,,2073/2074
MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,30.00,12.105,42.105,,2017-09-18 [Closed],,,2073/2074
NICA,NIC Asia Bank Limited,20.00,1.05,21.05,,2017-09-01 [Closed],,2017-12-18,2073/2074
NMBMF,NMB Laghubitta Bittiya Sanstha Limited,25.00,1.3158,26.3158,,2017-11-10 [Closed],,,2073/2074
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,15.00,0.79,15.79,,2017-09-12 [Closed],,,2073/2074
NIBSF1,NIBL Samriddhi Fund 1,,18.00,18.00,,2017-08-28 [Closed],2017-09-15,,2073/2074
NBF1,Nabil Balanced Fund-1,0.00,42.00,42.00,,2017-08-27 [Closed],2017-09-18,,2073/2074
AHPC,Arun Valley Hydropower Development Company Limited,10.00,0.526,10.526,,2017-08-25 [Closed],,,2073/2074
CZBIL,Citizens Bank International Limited,16.00,1.00,17.00,,2017-08-28 [Closed],,,2073/2074
SIGS1,Siddhartha Investment Growth Scheme-1,0.00,60.00,60.00,,2017-08-28 [Closed],2017-09-13,,2073/2074
SEOS,Siddhartha Equity Oriented Scheme,0.00,25.00,25.00,,2017-08-28 [Closed],2017-09-13,,2073/2074
SDESI,Swadeshi Laghubitta Bittiya Sanstha Limited,15.00,,15.00,,2017-11-10 [Closed],,,2073/2074
NICACL,NIC Asia Capital Limited,0.00,2.1053,2.1053,,,,,2073/2074
NIL,Neco Insurance Limited,10.00,0.52,10.52,,2017-09-14 [Closed],,2017-12-12,2073/2074
NABIL,Nabil Bank Limited,30.00,18.00,48.00,,2017-09-12 [Closed],,,2073/2074
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,16.66,0.88,17.54,,2017-10-09 [Closed],,,2073/2074
NMBSF1,NMB Sulav Investment Fund-1,0.00,21.0563,21.0563,,2017-09-25 [Closed],,,2073/2074
DBBL,Deva Bikas Bank Limited,17.1,0.9,18.00,,2017-11-09 [Closed],,,2073/2074
NGPL,Ngadi Group Power Limited,10.00,0.53,10.53,,2017-09-07 [Closed],,2018-01-09,2073/2074
UNL,Unilever Nepal Limited,0.00,"1,270.00","1,270.00",,2017-09-15 [Closed],,,2073/2074
PRABHU,Prabhu Capital Limited,0.00,20.00,20.00,,,,,2073/2074
SANCAP,Sanima Capital Limited,0.00,25.00,25.00,,,,,2073/2074
NIB,Nepal Investment Bank Limited,15.00,25.00,40.00,,2017-10-04 [Closed],,,2073/2074
SANIMA,Sanima Bank Limited,16.00,,16.00,,2017-09-22 [Closed],,,2073/2074
RHPC,Ridi Hydropower Development Company Limited,6.00,0.3157,6.3157,,2017-10-16 [Closed],,,2073/2074
ICFC,ICFC Finance Limited,10.00,11.05,21.05,,2017-10-11 [Closed],2017-11-09,,2073/2074
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,19.89,25.11,45.00,,2017-10-23 [Closed],,,2073/2074
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,66.67,14.04,80.71,,2017-12-29 [Closed],,,2073/2074
NBB,Nepal Bangladesh Bank Limited,12.00,3.79,15.79,,2017-10-30 [Closed],,,2073/2074
SIDCL,Siddhartha Capital Limited,100.00,25.00,125.00,,,,,2073/2074
NLCL,Nepal Life Capital Limited (Former National Merchant Banker Limited),10.53,,10.53,,,,,2073/2074
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,20.00,11.58,31.58,,2017-11-17 [Closed],,,2073/2074
WOMI,Womi Laghubitta Bittiya Sanstha Limited,20.00,1.052,21.052,,2017-11-02 [Closed],,,2073/2074
EDBL,Excel Development Bank Limited,30.12,1.58,31.7,,2017-11-21 [Closed],,,2073/2074
UFL,United Finance Limited,19.00,,19.00,,2017-12-29 [Closed],,,2073/2074
BARUN,Barun Hydropower Company Limited,5.00,0.263,5.263,,2017-10-04 [Closed],,,2073/2074
LLBS,Laxmi Laghubitta Bittiya Sanstha Limited,10.00,16.32,26.32,,2017-11-09 [Closed],,,2073/2074
GBIME,Global IME Bank Limited,10.00,10.00,20.00,,2017-10-25 [Closed],,,2073/2074
SBBLJ,Sahayogi Vikas Bank Limited,20.00,4.5,24.5,,2017-12-14 [Closed],,,2073/2074
NMFBS,National Laghubitta Bittiya Sanstha Limited,20.00,15.00,35.00,,2017-12-01 [Closed],,,2073/2074
SRBL,Sunrise Bank Limited,15.00,,15.00,,2017-10-30 [Closed],,,2073/2074
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,34.48,10.52,45.00,,2017-12-29 [Closed],,,2073/2074
TNBL,Tinau Development Bank Limited,10.00,5.00,15.00,,2017-12-06 [Closed],,,2073/2074
NIBLC,NIBL Capital Markets Limited,97.04,25.00,122.04,,,,,2073/2074
ACECAP,Ace Capital Limited,0.00,52.00,52.00,,,,,2073/2074
PURBL,Purnima Bikas Bank Limited,19.19,1.01,20.2,,2017-12-29 [Closed],,,2073/2074
SHINE,Shine Resunga Development Bank Limited,25.00,,25.00,,2017-12-25 [Closed],,,2073/2074
PRIN,Prabhu Insurance Company Limited,19.2,1.01,20.21,,2017-10-24 [Closed],,,2073/2074
RCL,Reliable Capital Limited,0.00,5.00,5.00,,,,,2073/2074
RSDC,RSDC Laghubitta Bittiya Sanstha Limited,13.00,0.68,13.68,,2017-11-10 [Closed],,,2073/2074
KBBL,Kailash Bikas Bank Limited,10.00,9.45,19.45,,2017-11-17 [Closed],,,2073/2074
SKDBL,Saptakoshi Development Bank Limited,4.782,0.251,5.033,,2017-01-07 [Closed],,,2073/2074
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,25.00,1.316,26.316,,2017-11-26 [Closed],,,2073/2074
SIL,Siddhartha Insurance Limited,20.00,1.053,21.053,,2017-11-01 [Closed],,,2073/2074
NMBCAP,NMB Capital Limited,0.00,105.26,105.26,,,,,2073/2074
PICL,Prudential Insurance Company Limited,20.00,1.05,21.05,,2017-11-03 [Closed],,,2073/2074
MDB,Miteri Development Bank Limited,31.48,1.66,33.14,,2017-12-19 [Closed],,,2073/2074
Civil-Capital,Civil Capital Market Limited,25.00,1.25,26.25,,,,,2073/2074
SUCL,Sunrise Capital Limited (NCM/NIDC),0.00,15.00,15.00,,,,,2073/2074
NABILINV,Nabil Investment Banking Limited,33.33,20.00,53.33,,,,,2073/2074
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,13.00,7.68,20.68,,2017-12-24 [Closed],,,2073/2074
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,5.00,15.00,20.00,,2017-12-22 [Closed],,,2073/2074
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,20.00,11.57,31.57,,2017-11-14 [Closed],,,2073/2074
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,50.00,10.00,60.00,,2017-11-12 [Closed],,,2073/2074
CHCL,Chilime Hydro power Company Limited,15.00,10.00,25.00,,2017-10-23 [Closed],2017-12-13,,2073/2074
KMFL,Kisan Microfinance Bittiya Sanstha Limited,20.125,0.00,21.445,,2017-12-26 [Closed],,,2073/2074
NBBL,Nagbeli Laghubitta Bikash Bank Limited,45.6,2.4,48.00,,2017-11-29 [Closed],,,2073/2074
VLBS,Vijaya Laghubitta Bittiya Sanstha Limited,10.00,5.00,15.00,,2017-11-17 [Closed],,,2073/2074
SLBS,Suryodaya Laghubitta Bittiya Sanstha Limited,19.00,1.00,20.00,,2017-12-23 [Closed],,,2073/2074
MIDBL,Mission Development Bank Limited,20.00,1.05,21.05,,2017-12-31 [Closed],,,2073/2074
OHL,Oriental Hotel Limited,18.00,6.21,24.21,,2017-10-26 [Closed],,,2073/2074
ICRA,ICRA Nepal Limited,0.00,15.78,15.78,,,,,2073/2074
JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,20.00,1.05,21.05,,2018-01-02 [Closed],,,2073/2074
