Symbol,Sector,Ticker,Company,Latest Report,Latest Close,180 Day Avg,Day's Price Change,1 Wk Price Chg %,4 Wk Price Chg %,12 Wk Price Chg %,YTD Price Chg %,1 Year Price Chg %,Market Cap,Paidup Capital,Reserves & Surplus,Revenue,Gross Profit,Net Income,Distributable Profit,Gross Margin MRQ %,SG&A Margin MRQ %,EBITDA Margin MRQ %,EBIT Margin MRQ %,Net Profit Margin MRQ %,Gross Margin TTM %,SG&A Margin TTM %,EBITDA Margin TTM %,EBIT Margin TTM %,Net Profit Margin TTM %,ROE (F) %,ROE (MRQ) %,ROE (TTM) %,ROA (F) %,ROA (MRQ) %,ROA (TTM)%,EPS (F),EPS (MRQ),EPS (TTM),EPS (D),Bookvalue,PE (D),PE (F),PE (MRQ),PE (TTM),PBV,Current Ratio,Quick Ratio,Debt to Asset,Equity Multiplier,Beta Weekly,Beta Monthly,VaR 1 Week @ 5%,VaR 1 Week @ 1%,VaR 1 Month @ 5%,VaR 1 Month @ 1%,"S.D of Returns [Wk, 1Y]%","Mean Returns [Wk, 1Y]%","Estimated Risk Return Trade Off [Wk, 1Y]%","Historical Probability of Current Returns [Wk, 1Y]%",RSI,Relative Strength %,50 day MA vs 200 day MA %,Price Vs 52 Week High %,MACD Crossover
AHL,Hydro Power,AHL,Asian Hydropower Limited,2025/26 Q4,356.3,469.514,1.3,-0.0206,-0.1445,-0.256,-0.3438,-0.4111,1211420000.0,340000.0,-107326.744,81461.844,60172.498,-59183.629,0.0,1.017723,-0.005082,1.022805,0.624591,-0.33709,0.738659,0.118002,0.620657,0.040012,-0.72652,-0.249042,-0.167361,-0.220774,-0.054887,-0.036885,-0.053174,-17.40695,-11.697819,-17.40695,-17.40695,68.4333,-20.468836,-20.468836,-30.45867,-20.468836,5.206529,0.294047,0.276065,1.036897,4.638363,0.9299,0.9451,-0.0218,-0.0311,-0.1266,-0.18,0.0469,-0.012,-3.908333,0.574418,21.7386,-0.198875,-0.1905,-0.4733,-3.810167
AHPC,Hydro Power,AHPC,Arun Valley Hydropower Development,2025/26 Q4,254.9,275.9521,1.6,0.0258,-0.0345,-0.0724,-0.0219,-0.0508,9808559647.0,4040403.15,392135.805,287047.957,240411.699,137892.444,0.0,0.67823,0.084951,0.665719,0.246551,0.072622,0.837531,0.033357,0.962553,0.62496,0.480381,0.030967,0.003779,0.031303,0.029341,0.003581,0.029614,3.412839,0.416493,3.412839,3.412839,109.7054,74.688558,74.688558,612.01467,74.688558,2.323496,50.390441,26.035356,0.061669,1.055249,1.3559,1.3931,-0.0182,-0.0259,-0.1702,-0.2412,0.0344,-0.0017,-20.235294,0.21541,43.124,-0.024067,-0.038,-0.1956,-0.1425
AKJCL,Hydro Power,AKJCL,Ankhu Khola Jalvidhyut Company Ltd.,2025/26 Q4,338.0,375.7917,-6.0,-0.0183,-0.0709,-0.1484,0.7513,0.7666,6760000000.0,2000000.0,-126268.718,224292.684,188284.163,63595.21,0.0,0.884798,0.076694,0.95665,0.741456,0.487512,0.839457,0.046312,0.827525,0.510861,0.283537,0.034171,0.054289,0.034466,0.025308,0.040207,0.025052,3.17976,5.05185,3.179761,3.17976,93.6866,106.297314,106.297314,66.906183,106.297314,3.607775,21.573656,9.247125,0.271823,1.343949,1.2021,1.1913,-0.0176,-0.0252,-0.1603,-0.2318,0.0679,0.011,6.172727,0.668024,38.529,-0.108221,0.0971,-0.2318,-0.884762
AKPL,Hydro Power,AKPL,Arun Kabeli Power Ltd.,2025/26 Q4,249.0,265.9636,-1.0,0.0247,-0.0119,-0.0643,0.013,-0.0146,9700895829.0,3895942.1,68964.418,613304.193,536557.716,79681.696,0.0,0.77628,0.068088,0.375656,-0.113591,-0.557283,0.874864,0.031478,0.864879,0.500457,0.129922,0.019936,-0.064147,0.020058,0.011687,-0.037607,0.012024,2.045248,-6.581038,2.045248,2.045248,101.7702,121.745599,121.745599,-37.835977,121.745599,2.44669,4.329029,0.427414,0.496969,1.700913,1.3519,1.1603,-0.0187,-0.0266,-0.1424,-0.201,0.0334,-0.0006,-55.666667,0.227078,48.1893,-0.011519,-0.0286,-0.1968,0.419888
APHL,Hydro Power,APHL,Appolo Hydropower Limited,2025/26 Q4,680.1,786.5571,10.1,0.0046,-0.1655,-0.0182,0.0,0.0,3196470000.0,470000.0,11345.975,32523.394,16718.812,-19365.846,0.0,0.564229,0.593406,-0.016014,-0.016014,-0.493193,0.514055,0.629259,-0.049542,-0.049542,-0.595444,-0.045834,-0.133139,0.0,-0.014071,-0.040873,0.0,-4.120393,-11.969056,-4.120393,-4.120393,102.414,-165.05708,-165.05708,-56.821523,-165.05708,6.640691,0.5109,0.482928,0.776883,2.913508,0.6752,0.0,-0.0519,-0.0767,-0.2064,-0.2833,0.2102,0.0523,4.01912,0.58976,36.0641,0.558332,0.0,0.0,-1.909181
API,Hydro Power,API,Api Power,2025/26 Q4,327.5,340.4223,-1.5,-0.0052,-0.0106,-0.0471,0.1707,0.1981,19898663545.0,6379724.199,1244503.233,1766558.361,1527791.42,960605.093,0.0,0.860184,0.015927,1.257274,1.028783,0.653562,0.864841,0.017456,1.123218,0.88297,0.543772,0.128238,0.161296,0.133989,0.069934,0.087961,0.072949,15.057157,18.938653,15.057157,15.057157,119.5072,21.750454,21.750454,17.292676,21.750454,2.740421,2.728095,0.406144,0.576457,1.817632,1.2661,1.522,-0.017,-0.0242,-0.1639,-0.2355,0.0254,0.0036,7.055556,0.6355,45.5443,0.009652,0.0395,-0.1008,-0.010503
BARUN,Hydro Power,BARUN,Barun Hydropower,2025/26 Q4,309.0,338.1083,-0.3,0.0016,-0.0268,-0.0776,-0.0156,0.026,3311336700.0,1122532.425,55153.43,109238.005,90330.625,23367.215,0.0,0.758156,0.017863,0.717265,0.469866,0.189347,0.826916,0.077998,0.742231,0.463854,0.213911,0.019283,0.02117,0.021629,0.016221,0.017809,0.017698,2.081652,2.285323,2.081652,2.081652,108.1877,148.439817,148.439817,135.210621,148.439817,2.856148,19.412222,6.649799,0.191519,1.185035,1.0941,0.8412,-0.0174,-0.0248,-0.118,-0.1708,0.0346,-0.0002,-173.0,0.479255,40.7968,-0.02292,-0.0536,-0.2137,-0.277128
BEDC,Hydro Power,BEDC,Bhugol Energy Development Company Limited,2025/26 Q4,285.5,371.0645,-1.5,0.0018,-0.0965,-0.2387,-0.4703,-0.5422,1553272457.0,544053.4,-292261.539,62444.81,57689.313,-9227.586,0.0,1.11565,0.24422,0.871438,0.376731,-0.670245,0.923845,0.080842,0.843005,0.43079,-0.147772,-0.036024,-0.136157,-0.035202,-0.01197,-0.045241,-0.011879,-1.696081,-6.410529,-1.696081,-1.696081,46.2807,-168.329231,-168.329231,-44.536107,-168.329231,6.168875,4.949991,4.949991,0.733403,3.057255,1.15,1.0196,-0.0266,-0.038,-0.1857,-0.2688,0.0627,-0.0176,-3.5625,0.378505,29.8185,-0.13916,-0.2848,-0.6013,-1.475334
BGWT,Hydro Power,BGWT,Bhagawati Hydropower Development Company Limited,2025/26 Q4,461.1,636.4636,-5.4,-0.0493,-0.1423,-0.2906,-0.3973,-0.4006,2743302000.3,678239.9,90238.3,154099.599,129160.118,61090.054,0.0,0.718871,0.096498,0.622655,0.307738,0.173612,0.83816,0.127417,0.710828,0.518951,0.396432,0.079719,0.022548,0.081527,0.063847,0.018059,0.065469,9.007145,2.547628,9.007145,9.007145,113.3048,51.19269,51.19269,180.991862,51.19269,4.069555,15.367305,3.361581,0.226926,1.245941,0.6513,0.5852,-0.0198,-0.0281,-0.1437,-0.2114,0.0423,-0.0103,-4.106796,0.829034,32.201,-0.239997,-0.2064,-0.4613,-2.392048
BHCL,Hydro Power,BHCL,Bikash Hydropower Company Limited,2025/26 Q4,530.0,539.5496,14.2,-0.0239,0.0751,-0.0203,0.0655,0.1549,4818236890.0,909101.3,113936.356,190898.905,176672.415,98272.481,0.0,0.903128,0.130649,0.772498,0.610616,0.515349,0.925476,0.096647,0.829493,0.644939,0.514788,0.097312,0.107695,0.0,0.081149,0.089807,0.0807,10.809849,11.963193,10.809849,10.809849,112.5329,49.02936,49.02936,44.302555,49.02936,4.709736,6.540065,2.136917,0.144864,1.137473,1.456,1.1922,-0.0246,-0.0355,-0.1224,-0.1794,0.0554,0.0028,19.785714,0.687,49.3964,-0.011079,-0.0447,-0.2078,-2.717637
BHDC,Hydro Power,BHDC,Bindhyabasini Hydropower Development Company Limited,2025/26 Q4,419.9,452.9198,3.5,0.0179,-0.0201,-0.0812,-0.0769,-0.2152,4744030200.0,1186290.0,217273.886,455635.112,444964.27,139841.024,0.0,0.976177,0.187766,0.829732,0.564526,0.216378,0.97658,0.168884,0.817099,0.585387,0.306915,0.100005,0.063462,0.103699,0.0478,0.030333,0.049012,11.788098,7.480561,11.788098,11.788098,118.3154,35.620675,35.620675,56.132151,35.620675,3.548988,4.23499,2.688158,0.596319,2.138263,1.0865,0.8204,-0.0214,-0.0307,-0.1375,-0.1972,0.0299,-0.0058,-5.155172,0.214969,45.9094,-0.020008,-0.0671,-0.272,0.089975
BHL,Hydro Power,BHL,Balephi Hydropower Limited,2025/26 Q4,200.0,217.843,-2.0,0.005,-0.0371,-0.0741,0.1293,0.0864,7311880000.0,3655940.0,-686410.809,1153198.486,1050128.229,289106.764,0.0,0.888177,0.199691,0.762646,0.495299,0.194598,0.910622,0.079678,0.912308,0.644889,0.2507,0.098129,0.072565,0.100188,0.033796,0.024992,0.033836,7.907864,5.847793,7.907864,7.907864,81.2248,25.29128,25.29128,34.200939,25.29128,2.462303,5.170548,1.718763,0.679646,2.890503,1.0182,0.7308,-0.021,-0.03,-0.1652,-0.2396,0.0392,0.0007,56.0,0.456326,40.2381,-0.006781,0.0076,-0.2239,-0.37621
BHPL,Hydro Power,BHPL,Barahi Hydropower Public Limited,2025/26 Q4,457.0,516.5421,27.0,0.041,-0.0577,-0.1345,-0.1143,-0.3195,1142500000.0,250000.0,-124917.559,28215.464,26261.731,-742.2,0.0,0.933242,-0.330046,1.725092,0.753424,0.080485,0.930757,0.079165,0.924096,0.501233,-0.026305,-0.005934,0.01138,-0.005785,-0.002422,0.004645,-0.002325,-0.29688,0.569328,-0.29688,-0.29688,50.033,-1539.342495,-1539.342495,802.700728,-1539.342495,9.133976,1.155911,1.040834,0.786705,2.360134,0.8986,0.4136,-0.0267,-0.0379,-0.252,-0.3667,0.0365,-0.0101,-3.613861,0.084089,45.9782,-0.063948,-0.1226,-0.3987,-3.171869
BJHL,Hydro Power,BJHL,Bhujung Hydropower Limited,2025/26 Q4,657.9,822.2154,17.9,0.0248,-0.0382,-0.1868,0.0,0.0,6579000000.0,1000000.0,-110505.366,170084.202,131337.167,-25992.364,0.0,0.607952,-0.12275,0.730702,0.384899,-0.033997,0.772189,0.053373,0.718817,0.350666,-0.152821,-0.029243,-0.007036,0.0,-0.01441,-0.003467,0.0,-2.599236,-0.625409,-2.599236,-2.599236,88.9495,-253.112799,-253.112799,-1051.951266,-253.112799,7.396335,2.570409,2.570409,0.52257,2.006437,2.4648,-7.7816,-0.0434,-0.0635,-0.5202,-0.7627,0.1601,0.0212,7.551887,0.491778,40.1836,-0.149341,0.0,0.0,-2.527871
BNHC,Hydro Power,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,2025/26 Q4,262.9,316.5678,-0.1,0.019,-0.0664,-0.1856,-0.0245,-0.0926,1051600000.0,801690.4,3059.035,185017.463,172928.803,11953.739,0.0,0.875199,0.259449,0.622452,0.082355,-0.295087,0.934662,0.129089,0.807865,0.491621,0.064609,0.020936,-0.079788,0.0284,0.008619,-0.032846,0.009243,1.491067,-5.68255,1.491067,1.44612,100.3816,181.796821,176.316721,-46.264443,176.316721,2.619007,7.620546,7.620546,0.50737,1.918285,0.9788,0.5256,-0.0225,-0.032,-0.1362,-0.193,0.0492,-0.0024,-20.5,0.333273,37.1746,-0.127983,-0.0734,-0.3082,-0.884863
BPCL,Hydro Power,BPCL,Butwal Power,2025/26 Q4,643.0,676.0471,-3.0,-0.0016,-0.0183,-0.0502,-0.137,-0.1898,21920285378.0,3409065.0,3987618.0,801615.0,359859.0,335442.0,0.0,0.245519,0.216991,0.264131,0.264131,0.201916,0.448917,0.200072,0.526432,0.526432,0.418458,0.045575,0.019632,0.045873,0.045349,0.019535,0.04561,9.839707,4.238699,9.839707,9.839707,216.971,65.347476,65.347476,151.697494,65.347476,2.963529,13.456897,2.557039,0.063834,1.004685,1.1944,1.1203,-0.0185,-0.0264,-0.1615,-0.2329,0.0358,-0.0033,-10.848485,0.481063,47.4255,0.011303,-0.0677,-0.2022,0.369949
BUNGAL,Hydro Power,BUNGAL,Bungal Hydro Limited ,2025/26 Q4,531.0,630.2355,11.0,0.0231,-0.0969,-0.3509,-0.144,0.0,4407300000.0,830000.0,-154217.326,282478.447,258035.753,-31869.768,0.0,0.704921,0.060688,0.644233,0.051069,-0.588605,0.913471,0.081697,0.831774,0.412123,-0.112822,-0.046235,-0.156563,0.0,-0.011746,-0.039773,0.0,-3.839731,-13.002299,-3.839731,-3.839731,81.4196,-138.290935,-138.290935,-40.838932,-138.290935,6.521771,0.212706,0.212706,0.852753,3.990041,1.7921,0.8908,-0.0366,-0.0528,-0.1598,-0.2293,0.1173,0.0065,18.046154,0.444404,38.3309,-0.186537,0.0,0.0,-2.906947
CHCL,Hydro Power,CHCL,Chilime Hydropower,2025/26 Q4,358.1,479.6537,-4.9,-0.0501,-0.2555,-0.2571,-0.2397,-0.2163,31449765089.4,9484988.68,2267245.51,1167632.06,912434.69,720059.19,0.0,0.704826,-0.042265,0.783457,0.731269,0.764794,0.78144,0.0658,0.739494,0.666652,0.616683,0.061995,0.090597,0.062296,0.060373,0.088226,0.060697,7.591566,11.093913,7.591566,7.591566,123.9035,47.170767,47.170767,32.278963,47.170767,2.890152,82.634787,24.6244,0.036034,1.026625,0.9683,1.0462,-0.0141,-0.02,-0.112,-0.1603,0.0311,-0.0048,-6.479167,0.932984,14.8672,-0.19363,-0.0116,-0.3033,-10.726704
CHL,Hydro Power,CHL,Chhyangdi Hydropower Ltd.,2025/26 Q4,246.0,280.857,-8.6,-0.0152,-0.0682,-0.1298,-0.0417,0.0126,1903929300.0,773955.0,-194522.977,176038.941,137044.305,13317.651,0.0,0.651182,0.192054,0.459127,0.116828,-0.152132,0.778489,0.104957,0.67357,0.397153,0.075652,0.020317,-0.033978,0.023517,0.010336,-0.017286,0.010812,1.720727,-2.877693,1.720727,1.720727,84.2928,142.962847,142.962847,-85.485147,142.962847,2.918399,2.076102,2.027937,0.524594,1.962258,1.237,0.981,-0.0192,-0.0273,-0.1297,-0.1842,0.0414,-0.001,-41.4,0.635107,34.2328,-0.063628,-0.0504,-0.2454,-2.053193
CKHL,Hydro Power,CKHL,Chirkhwa Hydropower Limited,2025/26 Q4,593.0,643.4471,18.0,0.0468,-0.0263,-0.0842,-0.1083,-0.0671,2372000000.0,400000.0,778.987,131416.52,112794.704,53005.442,0.0,0.853213,0.027222,0.825991,1.705379,1.325672,0.858299,0.051621,0.806678,0.756072,0.403339,0.139221,0.421318,0.141427,0.049519,0.149856,0.049651,13.251361,40.101926,13.251361,13.251361,100.1947,44.750122,44.750122,14.78732,44.750122,5.918474,0.826715,0.826198,0.72092,2.718396,0.8251,0.5251,-0.0194,-0.0279,-0.1053,-0.1525,0.0382,-0.0021,-18.190476,0.105411,50.9058,-0.017886,-0.0911,-0.2339,1.509327
DHEL,Hydro Power,DHEL,Daramkhola Hydro Energy Limited,2025/26 Q4,559.0,614.5595,-0.7,-0.0138,-0.0714,-0.0984,-0.0443,0.0,5760495000.0,1030500.0,186913.219,113974.055,66336.627,-101817.068,0.0,-0.544757,0.103455,-0.648212,-1.321177,-2.466451,0.582033,0.063278,0.520259,-0.113205,-0.893335,-0.080277,-0.215505,0.0,-0.037794,-0.101458,0.0,-9.880356,-26.523939,-9.880356,-9.880356,118.1381,-56.576909,-56.576909,-21.075301,-56.576909,4.73175,0.44956,0.44956,0.630574,2.172584,1.3812,1.4859,-0.0236,-0.0339,-0.152,-0.2266,0.0595,0.0016,37.1875,0.602763,43.4069,-0.045712,0.0,0.0,-1.367468
DHPL,Hydro Power,DHPL,Dibyashwori Hydropower Ltd.,2025/26 Q4,268.0,296.957,-5.0,-0.0074,-0.053,-0.1067,-0.0809,-0.0551,707520000.0,264000.0,-241875.779,104418.841,99202.395,14555.044,0.0,0.956502,0.095131,0.861371,0.582776,0.284361,0.950043,0.103167,0.846876,0.527343,0.139391,0.820513,1.977693,0.882706,0.024469,0.058979,0.024113,5.513274,13.288711,5.513274,5.513274,8.3804,48.609953,48.609953,20.167495,48.609953,31.979431,0.230535,0.230535,1.229409,26.918179,1.5754,1.1272,-0.0235,-0.0336,-0.1513,-0.2136,0.0271,-0.0023,-11.782609,0.574637,41.198,-0.040495,-0.0469,-0.2118,-1.048881
DOLTI,Hydro Power,DOLTI,Dolti Power Company Limited,2025/26 Q4,276.3,368.5058,-6.6,-0.0271,-0.1311,-0.2632,-0.4561,-0.4816,1482310818.0,549986.0,-220685.815,102334.15,96163.691,4768.636,0.0,1.17066,0.263328,0.907332,0.597654,0.05892,0.939703,0.091315,0.848388,0.518147,0.046599,0.014824,0.017798,0.014856,0.00516,0.006195,0.005081,0.867047,1.040981,0.867047,0.867047,59.8743,318.667921,318.667921,265.422608,318.667921,4.614669,1.114793,1.114793,0.779517,2.82534,1.1732,1.1604,-0.0263,-0.0374,-0.202,-0.2894,0.0436,-0.0148,-2.945946,0.614583,22.3372,-0.14477,-0.2607,-0.522,-2.338169
DORDI,Hydro Power,DORDI,Dordi Khola Jal Bidyut Company Limited,2025/26 Q4,240.0,268.3843,0.0,0.0042,-0.04,-0.1061,-0.057,0.0137,5060449920.0,2108520.8,132799.46,274553.097,231428.807,29972.812,0.0,0.799183,0.086833,0.799238,0.378846,0.245326,0.842929,0.100533,0.82263,0.401399,0.109169,0.013423,0.030187,0.013508,0.008045,0.018091,0.008368,1.421509,3.196724,1.421509,1.421509,106.2982,168.834673,168.834673,75.076849,168.834673,2.257799,3.475016,1.805993,0.537626,1.695887,1.0654,0.7041,-0.0195,-0.0278,-0.1456,-0.2091,0.0422,0.0003,140.666667,0.463183,40.6112,-0.045535,-0.0712,-0.2488,-0.268933
EHPL,Hydro Power,EHPL,Eastern Hydropower Limited,2025/26 Q4,316.1,377.3843,-14.6,0.032,-0.0592,-0.2038,-0.1895,-0.3994,1959820000.0,620000.0,-146917.058,146820.576,126404.276,21033.373,0.0,0.652968,0.085216,0.567752,0.135668,-0.311109,0.860944,0.045697,0.815452,0.481457,0.143259,0.044049,-0.073918,0.044547,0.020198,-0.033893,0.020014,3.39248,-5.692821,3.39248,3.39248,76.3037,93.176686,93.176686,-55.526071,93.176686,4.142656,2.471503,2.471503,0.586982,2.183682,1.3112,0.6669,-0.0247,-0.0352,-0.1704,-0.2432,0.0412,-0.0108,-3.814815,0.152281,40.0368,-0.111247,-0.1354,-0.422,-0.282412
GHL,Hydro Power,GHL,Ghalemdi Hydro Limited,2025/26 Q4,228.0,237.0298,0.1,0.0165,-0.0061,-0.0215,0.077,0.0498,3762000000.0,1650000.0,-81664.159,136901.281,108127.839,-21877.099,0.0,0.894148,0.105214,0.738364,0.3874,0.11149,0.789823,0.142782,0.647378,0.230731,-0.159802,-0.013948,0.012064,-0.013878,-0.009818,0.008492,-0.009735,-1.325885,1.146781,-1.325885,-1.325885,95.0507,-171.960642,-171.960642,198.817412,-171.960642,2.398721,21.270387,0.853753,0.315873,1.418274,1.2199,1.2116,-0.0185,-0.0263,-0.1424,-0.2035,0.0451,0.0006,75.166667,0.363045,49.0472,0.040351,-0.0193,-0.1955,-1.025399
GLH,Hydro Power,GLH,GreenLife Hydropower Limited,2025/26 Q4,245.0,265.8,-1.2,0.0029,-0.0474,-0.072,-0.018,-0.0236,4410000000.0,1800000.0,216950.712,0.0,0.0,41905.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020841,0.024856,0.021001,0.004145,0.004944,0.004213,2.328099,2.776601,2.328099,2.328099,112.0528,105.23607,105.23607,88.23737,105.23607,2.186469,7.553913,0.018604,0.954106,5.041093,1.4226,1.2463,-0.0224,-0.0317,-0.1499,-0.2082,0.0349,-0.001,-34.9,0.455512,39.7844,-0.009198,-0.0389,-0.2387,-1.038044
GVL,Hydro Power,GVL,Green Ventures Limited,2025/26 Q4,479.0,487.9694,-8.0,0.0135,-0.0042,-0.0075,-0.0439,-0.0889,16465625000.0,3437500.0,836288.39,1488581.242,778942.928,449234.204,0.0,-0.130741,0.034511,0.270768,0.270768,-0.234234,0.523279,0.018861,0.561938,0.561938,0.301787,0.104506,-0.042042,0.107493,0.041778,-0.016807,0.041697,13.068631,-5.257366,13.068631,13.068631,124.3284,36.652652,36.652652,-91.110259,36.652652,3.8527,25.872033,17.60217,0.606158,2.510166,1.2835,0.8715,-0.0219,-0.0313,-0.1439,-0.2086,0.0236,-0.0019,-12.421053,0.257026,50.6834,0.045126,-0.0381,-0.2003,0.853914
HDHPC,Hydro Power,HDHPC,Himal Dolakha Hydropower Company Limited,2025/26 Q4,197.0,219.9942,-3.8,-0.0086,-0.0483,-0.1017,0.1257,0.0856,5516000000.0,2800000.0,-784731.48,69600.796,38877.177,-95223.763,0.0,-6022.195773,4339.629592,-10361.825365,-2924.850277,911.777806,0.558574,0.211419,0.347155,-0.969205,-1.368142,-0.046565,-0.007087,-0.045327,-0.042534,-0.006474,-0.041467,-3.400849,-0.517629,-3.400849,-3.400849,71.9739,-57.926717,-57.926717,-380.581249,-57.926717,2.737104,2.519409,0.212655,0.199141,1.095557,1.4391,1.369,-0.0195,-0.0278,-0.1537,-0.2173,0.0473,0.0009,52.555556,0.57959,36.7862,-0.053387,0.0046,-0.2566,-0.449463
HHL,Hydro Power,HHL,Himalayan Hydropower Limited,2025/26 Q4,319.0,355.495,4.0,-0.0031,-0.0394,-0.1236,-0.0154,-0.0761,3493050000.0,1095000.0,-161185.503,329471.797,289482.106,80177.89,0.0,0.851767,0.064649,0.787133,0.460177,0.161777,0.878625,0.075177,0.803451,0.506974,0.243353,0.086422,0.052266,0.088744,0.037444,0.022645,0.036603,7.322182,4.428299,7.322182,7.322182,85.2799,43.56625,43.56625,72.036687,43.56625,3.740625,1.57093,1.57093,0.615729,2.290395,1.2922,1.0937,-0.0235,-0.0336,-0.1736,-0.2498,0.0346,-0.002,-17.3,0.512681,38.8183,-0.083758,-0.0381,-0.2191,-1.00529
HIMSTAR,Hydro Power,HIMSTAR,Him Star Urja Company Limited,2025/26 Q4,650.0,814.5066,4.1,0.018,-0.0909,-0.2262,-0.2849,0.5099,2424500000.0,373000.0,-118845.042,144775.298,25609.747,-110847.11,0.0,-0.832297,0.194137,-1.026434,-1.917356,-3.499139,0.176893,0.213593,-0.032988,-0.276638,-0.765649,-0.403985,-0.589802,0.0,-0.104413,-0.152439,0.0,-29.717724,-43.386673,-29.717724,-29.717724,68.1381,-21.872469,-21.872469,-14.981559,-21.872469,9.539456,0.791139,0.451429,1.017287,4.138834,1.5661,-1.3882,-0.0323,-0.0468,-0.312,-0.4736,0.0813,0.0006,135.5,0.415745,38.5856,-0.167825,-0.1736,-0.4449,-2.325975
HPPL,Hydro Power,HPPL,Himalayan Power Partner Ltd.,2025/26 Q4,367.2,384.6727,-0.1,0.0093,-0.0311,-0.0121,0.0756,0.0676,3912211224.0,1598125.5,488344.321,768416.371,711227.279,200874.545,0.0,0.920214,0.025508,0.894712,0.605761,0.340504,0.925575,0.025884,0.899693,0.578454,0.261414,0.116516,0.173817,0.137011,0.04021,0.059985,0.039361,12.569385,18.75076,12.569385,12.569385,130.5573,29.21384,29.21384,19.583206,29.21384,2.812558,1.174359,1.085753,0.673554,2.400507,1.2677,1.1223,-0.0224,-0.0317,-0.1513,-0.2148,0.0473,0.0015,31.533333,0.434509,44.5594,0.066121,0.0126,-0.1346,-2.065063
HURJA,Hydro Power,HURJA,Himalaya Urja Bikas Company Limited,2025/26 Q4,232.0,252.2917,0.9,0.0087,-0.0211,-0.0603,0.0493,0.0451,4593600000.0,1980000.0,-37021.386,486464.911,476735.612,149917.965,0.0,0.98,0.256568,0.723432,0.479854,0.645153,0.98,0.236651,0.74347,0.463772,0.308178,0.079004,0.191192,0.080128,0.042068,0.101807,0.041764,7.571614,18.323561,7.571614,7.571614,98.1302,30.640757,30.640757,12.661294,30.640757,2.364205,40.904993,32.420256,0.460293,1.842795,1.2239,1.2851,-0.0194,-0.0276,-0.1625,-0.23,0.0398,0.0006,66.333333,0.419365,47.077,-0.004937,-0.0482,-0.2393,-0.486154
IHL,Hydro Power,IHL,Ingwa Hydropower Limited,2025/26 Q4,302.9,399.8802,7.9,0.0114,-0.1117,-0.2361,-0.4641,-0.4393,1817400000.0,600000.0,-56816.508,255419.076,185825.435,-31418.725,0.0,0.174001,0.088699,0.085302,-0.461793,-1.161176,0.727532,0.084007,0.643659,0.316158,-0.123009,-0.055631,-0.306602,-0.054735,-0.014453,-0.079657,-0.014658,-5.236454,-28.859897,-5.236454,-5.236454,90.5306,-57.844486,-57.844486,-10.495533,-57.844486,3.345831,0.73794,0.491721,0.847686,3.943978,1.0419,1.123,-0.0218,-0.0312,-0.161,-0.2307,0.0399,-0.0128,-3.117187,0.272918,35.6531,-0.188365,-0.2578,-0.5137,-1.131188
JOSHI,Hydro Power,JOSHI,Joshi Hydropower Development Company Ltd,2025/26 Q4,258.0,279.4909,1.0,-0.0035,-0.0716,-0.0782,-0.0819,-0.07,1581049800.0,612810.0,-214916.424,8851.532,-5343.324,-40051.459,0.0,-1.145826,0.953668,-2.099494,-3.570873,-1.590797,-0.603661,1.291302,-1.894963,-4.524805,-4.524805,-0.099863,-0.063221,-0.113702,-0.099863,-0.063221,-0.113702,-6.535706,-4.137608,-6.535706,-6.535706,64.9294,-39.475461,-39.475461,-62.354867,-39.475461,3.973549,0.206832,0.206832,0.111833,1.0,1.2405,0.6929,-0.0228,-0.0325,-0.1464,-0.2084,0.0464,-0.0042,-11.047619,0.493982,43.2882,0.000358,-0.0755,-0.3227,-2.182041
KAHL,Hydro Power,KAHL,Kalanga Hydro Limited ,2025/26 Q4,483.0,513.3043,-7.0,-0.0021,-0.0921,0.0,0.0,0.0,6762000000.0,1400000.0,25961.773,512008.318,454801.387,52451.815,0.0,0.648111,0.051667,0.596443,0.211932,-0.234755,0.88827,0.04533,0.842939,0.53182,0.102443,0.043661,-0.079881,0.0,0.012957,-0.023705,0.0,3.746558,-6.854593,3.746558,3.746558,101.8544,128.918322,128.918322,-70.463701,128.918322,4.742063,2.743305,2.743305,0.679732,2.947607,1.6281,0.0,-0.0281,-0.0422,-0.0952,-0.1694,0.0707,-0.0009,-78.555556,0.506771,45.0619,0.0,0.0,0.0,-4.364559
KBSH,Hydro Power,KBSH,Kutheli Bukhari Small Hydropower Limited,2025/26 Q4,795.0,1366.5633,-33.0,0.0051,-0.1727,-0.4794,-0.5296,-0.515,1065731685.0,147459.675,44547.375,33104.642,30850.798,10999.526,0.0,0.955434,0.42276,0.533077,0.099909,0.00203,0.931918,0.215753,0.731446,0.424235,0.332265,0.057289,0.000262,0.058401,0.052604,0.00024,0.052174,7.459344,0.034065,7.459344,7.459344,130.2098,106.577739,106.577739,23337.804885,106.577739,6.105529,8.165272,8.165272,0.081122,1.079685,1.0197,1.0278,-0.0274,-0.039,-0.1657,-0.2408,0.0516,-0.0152,-3.394737,0.347724,24.3456,-0.422182,-0.2875,-0.5444,0.846087
